well we've got two hundred people in our office but we're the corporate office so um it's it's relatively large but i mean i have a job very much longer so i- i don't want to say too much	3701	A
exactly we have to hold the image for everybody	3701	A
i would like to you know i dress as nicely as my budget allows	3701	A
and and you know i mean it's it's a lot better than some people there and it's not as nice because i don't have the money of others you know what about you	3701	A
uh-huh	3701	A
um-hum	3701	A
so you don't work with many women	3701	A
and i work with all women	3701	A
and my husband does well not all but the majority and my husband he works in a bank and he works with all women	3701	A
yeah	3701	A
at least at the lower levels you know	3701	A
okay	3701	A
what about season to season do you change	3701	A
um-hum	3701	A
um-hum	3701	A
exactly i- i do the same and that's what basically keeps my wardrobe i may wear a few really warm dresses in the winter but i don't i don't change a whole lot because it's it's we're environmentally controlled you know	3701	A
you end up wearing the same thing	3701	A
below the knee	3701	A
i- i- i don't have nice knees they're kind of knobby so	3701	A
on the knobby side i what about you	3701	A
uh-huh	3701	A
halfway up the knee	3701	A
you must have better	3701	A
oh okay-	3701	A
oh okay	3701	A
i- i- i'm thinking halfway between the knee and your say your hip	3701	A
well it that it is but i know a lot of women who who do wear those skirts and they have been reprimanded in our company before	3701	A
yeah	3701	A
also i was going to just mention that i wear what you know my my wardrobe- my wardrobe how should i say it i wear what i can fit into	3701	A
oh yeah fat months thin months you know	3701	A
exactly the same for me but i'm working on it but i'm not doing a very good job at this point	3701	A
i haven't gotten serious yet	3701	A
that's right that's right but i'm so used to eating now it's hard to get out of the habit	3701	A
uh i can actually wear anything i want to however i generally wear uh suits or dresses	3701	B
how about_1 you	3701	B
well the company that i work for uh we it's very casual we don't see any people there's a plant out in the back and then i'm in the office section	3701	B
and we always had casual day on Friday which meant you could wear jeans or whatever you wanted to which to me dressing down is you know like wearing pants and a jacket or something	3701	B
but uh	3701	B
even though i don't have to dress during the day you know in anything that dressy i still feel better i feel more professional when i'm dressed up	3701	B
you're kidding that's casual	3701	B
uh-huh	3701	B
would i assume that perhaps they did that one time and that was it	3701	B
well that's what i always thought actually uh the gals in our customer service department quite honestly came in every day in what i considered casual but	3701	B
um-hum do you work for a large company	3701	B
well and it and it affects uh you know being in the corporate office how you have to dress too do you	3701	B
do you tend to dress up toward your superiors as the books kind of	3701	B
i understand	3701	B
um-hum	3701	B
uh i have never i really have not worked for very many companies that i had a female role model	3701	B
um the we have some i'm sure in our corporate office but i've not met them yet but uh the last few jobs i've had well there was two jobs ago there was a girl in the office uh that i tended to try to emulate somewhat but uh	3701	B
no not too many	3701	B
i've	3701	B
do you really	3701	B
majority	3701	B
i'm sure that's true i used to be in banking and you're right the majority of the people there	3701	B
uh	3701	B
exactly-	3701	B
what oh someone never mind that's a call coming in but	3701	B
we'll pass that	3701	B
um i probably get a little bit more casual in summer	3701	B
in then in that i would wear a more casual top under some of my suits	3701	B
than i would wear in the winter	3701	B
but our offices are rather cold so i i'll tend to try to dress warmly too	3701	B
well tell me another thing	3701	B
uh how do you wear your skirt lengths	3701	B
